OBJECT_NAME,PART,TOPIC_NAME,TOPIC_NAME_ABB,SPREAD_NUMBER,TEX_ENVIRONMENT,OBJECT_POSITION,MANUAL,OBJECT_TYPE,OBJECT_LAYOUT,X_AXIS,PLOT_OBJECTIVE,GROUP,X_LAB,Y_LAB,AREA,OBJECT_DESCRIPTION,CAPTION1,CAPTION2,CAPTION3,DIGITS,OBJECT_NOTE,YEAR_START,YEAR_END,INTERVAL,QUANTITY,ORIG_UNIT,DISS_ORIG_UNIT,DATA_KEY1,DATA_KEY2,DATA_KEY3,DATA_KEY4,DATA_KEY5,DATA_KEY6,DATA_KEY7,DATA_KEY8,DATA_KEY9,DATA_KEY10,COMMENTS
C.P1.HS.1.10,3,Household surveys,HS,1,,10,,CHART,VERTICAL,SHORT_NAME,top_dot,,,,Territory,Share of animal protein in total protein (available for) consumption,,,,,,1996,2009,13,,percent,,HS.SPC.FAP.PCT,HS.SPC.MAP.PCT,,,,,,,,,
TXT.P1.WATER.1.1,4,Water,WATER,1,,1,,TEXT,,,,,,,Territory,,,,,,,1996,2009,13,,percent,,,,,,,,,,,,
MT.P1.WATER.1.2,4,Water,WATER,1,,2,,MINITABLE,SQUARE,,,,,,Territory,Countries with the highest percentage of freshwater resources withdrawn by agriculture,,,,,,2000,2010,10,,percent,,AQ.WAT.RFRWAGR.MC.SH,,,,,,,,,,
C.P1.WATER.1.3,4,Water,WATER,1,,3,,CHART,VERTICAL,SHORT_NAME,top_dot,Year,,,Territory,"Total water withdrawal per capita, highest 20",,,,,,2000,2010,10,,m3/yr/cap,,AQ.WAT.WWTOT.MC.SH,,,,,,,,,,
C.P1.WATER.1.4,4,Water,WATER,1,,4,,CHART,VERTICAL,SHORT_NAME,top_dot,Year,,,Territory,"Freshwater withdrawal by agricultural sector, shares of total, highest 20",,,,,,2000,2010,10,,percent,,AQ.WAT.WWAGR.MC.SH,,,,,,,,,,
C.P1.WATER.1.5,4,Water,WATER,1,,5,MANUAL,CHART,RECTANGULAR,FAO_TABLE_NAME,reg_uni_bar,,,,M49macroReg,Saline soils,,,,,,2000,2005,5,million,ha,,,,,,,,,,,,
M.P1.WATER.1.6,4,Water,WATER,1,,6,,MAP,LARGE,,,,,,Territory,Freshwater resources withdrawn by agriculture,,,,,,2000,2010,10,,percent,,AQ.WAT.RFRWAGR.MC.SH,,,,,,,,,,
TXT.P1.GGE.1.1,4,Greenhouse gas emissions,GGE,1,,1,,TEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.P1.GGE.1.2,4,Greenhouse gas emissions,GGE,1,,2,,CHART,SQUARE,FAO_TABLE_NAME,reg_uni_bar,Year,,,SOFIMacroRegion,Greenhouse gas emissions in agriculture,,,,,,2011,2011,,thousand,gigagrams CO2eq,,GHG.TOT.ALL.GG.NO,,,,,,,,,,
C.P1.GGE.1.3,4,Greenhouse gas emissions,GGE,1,,3,,CHART,VERTICAL,SHORT_NAME,top_dot,Year,,,Territory,"Greenhouse gas emissions, highest 20 in 2011",,,,,,2000,2011,,thousand,gigagrams CO2eq,,GHG.TOT.ALL.GG.NO,,,,,,,,,,
C.P1.GGE.1.4,4,Greenhouse gas emissions,GGE,1,,4,,CHART,VERTICAL,SHORT_NAME,top_dot,Year,,,Territory,"Land use total emissions, highest 20 in 2011",,,,,,2000,2010,,thousand,gigagrams CO2eq,,GL.LU.TOT.NERCO2EQ.NO,,,,,,,,,,
C.P1.GGE.1.5,4,Greenhouse gas emissions,GGE,1,,5,,CHART,RECTANGULAR,FAO_TABLE_NAME,multi_dodge_bar,Year,,,SOFIWorld,Emissions by subsectors,,,,,,2010,2010,,thousand,gigagrams CO2eq,,GHG.TOT.ALL.GG.NO,GL.FL.NFC.NERCO2EQ.NO,GLI.CHPF.TOT.ECO2EQ.NO,GHG.BS.TECO2EQ.GG.NO,GL.FL.F.NERCO2EQ.NO,,,,,,
M.P1.GGE.1.6,4,Greenhouse gas emissions,GGE,1,,6,,MAP,LARGE,,,,,,Territory,Total greenhouse gas emissions,,,,,,2010,2010,,thousand,gigagrams CO2eq,,GHG.AFOLU.TOT.ECO2EQ.NO,,,,,,,,,,
TXT.P1.ORG.1.1,4,Organic agriculture,ORG,1,,1,,TEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.P1.ORG.1.2,4,Organic agriculture,ORG,1,,2,,CHART,SQUARE,Year,reg_uni_line,FAO_TABLE_NAME,,,SOFIWorld + SOFIDevelopmentRegion,World organic agriculture area,,,,,,2004,2011,,million,ha,,RL.AREA.AGRORG.HA.NO,,,,,,,,,,
C.P1.ORG.1.3,4,Organic agriculture,ORG,1,,3,,CHART,VERTICAL,SHORT_NAME,top_dot,Year,,,Territory,"Organic agriculture, share of total agricultural area, highest 20",,,,,,2011,2011,,,percent,,RL.AREA.AGRORG.HA.SH,,,,,,,,,,
C.P1.ORG.1.4,4,Organic agriculture,ORG,1,,4,,CHART,VERTICAL,SHORT_NAME,top_dot,Year,,,Territory,"Organic agriculture area, highest 20",,,,,,2011,2011,,million,ha,,RL.AREA.AGRORG.HA.NO,,,,,,,,,,
C.P1.ORG.1.5,4,Organic agriculture,ORG,1,,5,,CHART,RECTANGULAR,Year,reg_uni_line,FAO_TABLE_NAME,,,SOFIMacroRegion,Organic agriculture area,,,,,,2004,2011,,million,ha,,RL.AREA.AGRORG.HA.NO,,,,,,,,,,
M.P1.ORG.1.6,4,Organic agriculture,ORG,1,,6,,MAP,LARGE,,,,,,Territory,"Organic agriculture, share of total agricultural area",,,,,,2011,2011,,,percent,,RL.AREA.AGRORG.HA.SH,,,,,,,,,,
